iter	RMSE
279	0.05899515507
280	0.05898327173
281	0.05897698701
282	0.05896917829
283	0.05896486603
284	0.05895622883
285	0.05894598697
286	0.05894075629
287	0.05893460602
288	0.05892974149
289	0.0589211468
290	0.05890861072
291	0.05890055873
292	0.05889246281
293	0.05888472747
294	0.05887962033
295	0.05887217503
296	0.05886655269
297	0.05886126179
298	0.05885411104
299	0.0588497742
300	0.05884628589
301	0.05883793353
302	0.058829463
303	0.05882265379
304	0.05881615633
305	0.05881290035
306	0.05880629426
307	0.05880215863
308	0.05879405146
309	0.05878667542
310	0.05878315419
311	0.05877611563
312	0.05877318332
313	0.05876528922
314	0.05875762857
315	0.05875067917
316	0.05874544679
317	0.05874037813
318	0.05873737595
319	0.05873201421
320	0.05872736975
321	0.05872238457
322	0.0587185562
323	0.05871108321
324	0.05870472546
325	0.05869693926
326	0.05869080943
327	0.05868269359
328	0.05867566733
329	0.05866983412
330	0.05866150191
331	0.05865699334
332	0.05864591035
333	0.05864128654
334	0.05863392705
335	0.05862783758
336	0.05862250867
337	0.05861690328
338	0.05860964538
339	0.05860581697
340	0.05859876946
341	0.0585928165
342	0.05858794185
343	0.05858394043
344	0.0585778499
345	0.05857178794
346	0.05856741393
347	0.05856420262
348	0.05855934176
349	0.05854981358
350	0.05854002252
351	0.0585368256
352	0.05853328011
353	0.05853023053
354	0.05852586589
355	0.05851941506
356	0.05851697582
357	0.05850989473
358	0.05850265514
359	0.05849794373
360	0.05849426615
361	0.05849026517
362	0.05848528585
363	0.05847949014
364	0.05847562987
365	0.05846927515
366	0.05846390697
367	0.05846010086
368	0.05845643785
369	0.05844777041
370	0.05844237948
371	0.05843663249
372	0.05842968019
373	0.05842501085
374	0.05842162265
375	0.05841600813
376	0.05840996232
377	0.05840654597
378	0.05840272537
379	0.05839793375
380	0.05839465894
381	0.05839159347
382	0.05838668243
383	0.05838252631
384	0.05837812192
385	0.05837374611
386	0.05836915344
387	0.0583636077
388	0.05835916256
389	0.0583558759
390	0.05835141007
391	0.05834659194
392	0.05834266042
393	0.05833675884
394	0.05833141801
395	0.05832708396
396	0.05832046497
397	0.05831425405
398	0.05831099704
399	0.05830859666
400	0.05830332796
401	0.05829815906
402	0.05829521784
403	0.05829035162
404	0.05828814854
405	0.05828449907
406	0.05827923236
407	0.05827878957
408	0.05827435744
409	0.05827109524
410	0.05826833155
411	0.05826536352
412	0.05826141305
413	0.05825484746
414	0.05825020944
415	0.05824587319
416	0.05824199647
417	0.05823692848
418	0.05822883177
419	0.05822448896
420	0.05822066268
421	0.05821819454
422	0.05821592489
423	0.05821112736
424	0.05820835153
425	0.05820397921
426	0.05820061522
427	0.05819834508
428	0.05819582898
429	0.05819128984
430	0.05818996538
431	0.05818521886
432	0.05818279453
433	0.05817984429
434	0.05817589726
435	0.05817214501
436	0.05816943952
437	0.05816646285
438	0.05816291262
439	0.05815897075
440	0.05815249761
441	0.05814825048
442	0.05814664926
443	0.05814395947
444	0.05813948192
445	0.0581370862
446	0.05813169628
447	0.05812777781
448	0.05812545668
449	0.05812094918
450	0.05811742926
451	0.05811279416
452	0.05810827826
453	0.05810382292
454	0.05810131127
455	0.05809993668
456	0.05809651822
457	0.05809101325
458	0.05808643037
459	0.05808285892
460	0.05807908334
461	0.05807777262
462	0.05807507969
463	0.05807091859
464	0.05806704991
465	0.0580651802
466	0.05806251427
467	0.05806077061
468	0.05805720997
469	0.05805020734
470	0.05804704452
471	0.05804497501
472	0.05804387537
473	0.05804256698
474	0.05803665694
475	0.05803476395
476	0.05803117107
477	0.05802771444
478	0.05802336213
479	0.05802090807
480	0.05801474402
481	0.058011335
482	0.05800838807
483	0.05800605755
484	0.05800267897
485	0.05800122754
486	0.05799879413
487	0.05799639781
488	0.05799316067
489	0.05799166831
490	0.05799041512
491	0.05798648733
492	0.05798504791
493	0.05798320497
494	0.05798184307
495	0.05798065282
496	0.05797620279
497	0.05797257827
498	0.05797062568
499	0.05796714436
500	0.05796609758
501	0.05795684421
502	0.05795339424
503	0.05795297172
504	0.05795224222
505	0.05794858609
506	0.05794497726
507	0.05794329959
508	0.05793871517
509	0.05793327419
510	0.05792871765
511	0.05792452381
512	0.05792270331
513	0.0579164718
514	0.05791057909
515	0.05790494891
516	0.05789993516
517	0.05789610987
518	0.05789207171
519	0.05788887331
520	0.05788648997
521	0.05788364848
522	0.0578812151
523	0.05787959968
524	0.0578749706
525	0.0578740096
526	0.05787033368
527	0.057867067
528	0.05786438529
529	0.05786183591
530	0.0578584841
531	0.05785528086
532	0.05784858811
533	0.05784374892
534	0.05784211269
535	0.05783895081
536	0.05783605289
537	0.05783442626
538	0.05783266814
539	0.05782903937
540	0.05782436915
541	0.05782102377
542	0.05781487313
543	0.05781362871
544	0.05781061916
545	0.05780617704
546	0.05780356195
547	0.05779891348
548	0.05779571401
549	0.05779174425
550	0.0577858284
551	0.05778380516
552	0.0577802344
553	0.05777646602
554	0.05777162798
555	0.05776694194
556	0.05776321466
557	0.05776083621
558	0.05775611399
559	0.05775106786
560	0.05774915071
561	0.05774511189
562	0.0577422834
563	0.05773952284
564	0.05773581364
565	0.05773069712
566	0.05772831794
567	0.05772656101
568	0.05772266837
569	0.0577183338
570	0.05771399871
571	0.0577081411
572	0.05770449343
573	0.05770152678
574	0.05769840594
575	0.05769346502
576	0.05769153544
577	0.05768851053
578	0.05768495675
579	0.0576813964
580	0.05767949474
581	0.05767758459
582	0.05767447805
583	0.05767178257
584	0.05766743431
585	0.05766587327
586	0.05766375468
587	0.05766166856
588	0.05765681751
589	0.05765141223
590	0.05764881794
591	0.05764462848
592	0.05764331248
593	0.05764189352
594	0.05763867213
595	0.05763535326
596	0.05763234742
597	0.05762602068
598	0.05762290979
599	0.05762015956
600	0.05761857624
601	0.05761571301
602	0.05761350602
603	0.05760991372
604	0.05760830914
605	0.05760405177
606	0.0576015433
607	0.0575995523
608	0.05759473718
609	0.05759101431
610	0.05758883061
611	0.0575877985
612	0.05758571948
613	0.0575837016
614	0.05757975704
615	0.05757752629
616	0.05757359249
617	0.0575707724
618	0.05757046609
619	0.05756968229
620	0.05756652182
621	0.05756203612
622	0.05755962466
623	0.0575575253
624	0.05755463201
625	0.0575524521
626	0.05754935438
627	0.0575471253
628	0.05754391898
629	0.05754119876
630	0.05753824394
631	0.05753607584
632	0.05753340037
633	0.05753156001
634	0.05752886231
635	0.05752588844
636	0.05751835672
637	0.05751402963
638	0.05751157486
639	0.05750940465
640	0.05750698243
641	0.05750274014
642	0.05750001058
643	0.05749713654
644	0.05749694478
645	0.05749377178
646	0.0574902935
647	0.05748685355
648	0.05748299664
649	0.05748061117
650	0.05747644079
651	0.05747078046
652	0.05746998802
653	0.05746601827
654	0.05746266254
655	0.05746029736
656	0.05745943061
657	0.05745637828
658	0.05745374246
659	0.05745137684
660	0.05744765034
661	0.05744352779
662	0.05744199804
663	0.05744029469
664	0.05743796366
665	0.05743273556
666	0.05743056914
667	0.05742616979
668	0.05742051395
669	0.05741875208
670	0.05741466311
671	0.05741138895
672	0.05740913096
673	0.05740771389
674	0.057403663
675	0.05739827296
676	0.05739550395
677	0.05739041834
678	0.05738810819
679	0.0573847112
680	0.05738148035
681	0.05737908503
682	0.05737390658
683	0.05737111502
684	0.05736878443
685	0.0573677115
686	0.05736637264
687	0.05736532702
688	0.05736235685
689	0.05736059359
690	0.05735461429
691	0.05735214341
692	0.05735099043
693	0.05734892143
694	0.05734763348
695	0.05734405616
696	0.05734203828
697	0.0573411483
698	0.05733677773
699	0.05733514222
700	0.05733243524
701	0.05733111317
702	0.05732949623
703	0.05732644696
704	0.05732391543
705	0.05732252833
706	0.05732164795
707	0.05731995716
708	0.05731709769
709	0.05731542166
710	0.05731372423
711	0.05731206331
712	0.05730946402
713	0.05730776146
714	0.05730496134
715	0.0573014658
716	0.05729816284
717	0.0572970747
718	0.05729204557
719	0.05728758995
720	0.05728378334
721	0.05728084987
722	0.05727935773
723	0.05727796034
724	0.05727622862
725	0.05727299269
726	0.05727070791
727	0.05726915321
728	0.05726645658
729	0.0572637028
730	0.05726061315
731	0.05725871256
732	0.05725540532
733	0.05725194704
734	0.05724888551
735	0.05724447404
736	0.0572429271
737	0.05723789293
738	0.05723558871
739	0.0572331702
740	0.0572308741
741	0.05722773394
742	0.05722546205
743	0.0572222137
744	0.05721995643
745	0.05721853842
746	0.05721635317
747	0.05721494379
748	0.05721239194
749	0.05721106592
750	0.05720910623
751	0.05720689
752	0.05720426095
753	0.0572008491
754	0.05719877607
755	0.05719561818
756	0.05719415522
757	0.05719148942
758	0.05718955045
759	0.05718705355
760	0.05718459449
761	0.05718236738
762	0.05718009989
763	0.05717821057
764	0.05717539789
765	0.05717226553
766	0.05717005428
767	0.05716780278
768	0.05716689927
769	0.05716497343
770	0.05716268993
771	0.05715948797
772	0.05715510465
773	0.05715237988
774	0.05715119874
775	0.05714981411
776	0.05714715506
777	0.05714345228
778	0.0571416804
779	0.05713924774
780	0.05713761914
781	0.0571360156
782	0.0571337178
783	0.05713238815
784	0.05713021343
785	0.05712754605
786	0.05712520393
787	0.05712135779
788	0.05711850366
789	0.05711644654
790	0.05711445921
791	0.0571123522
792	0.05711088308
793	0.05710967893
794	0.05710634877
795	0.0571043026
796	0.05710067112
797	0.05709739801
798	0.05709608131
799	0.05709507559
800	0.05709295763
801	0.05708997571
802	0.05708794683
803	0.05708546533
804	0.05708234198
805	0.05708024916
806	0.05707914547
807	0.05707581772
808	0.05707062367
809	0.05706796924
810	0.05706649514
811	0.05706401736
812	0.0570608438
813	0.05705901019
814	0.05705648455
815	0.05705430576
816	0.05705265147
817	0.05705148206
818	0.05704989533
819	0.05704826932
820	0.05704662908
821	0.05704384643
822	0.05704169115
823	0.0570410392
824	0.0570388887
825	0.05703619545
826	0.05703415332
827	0.05703249256
828	0.05703148925
829	0.05702838238
830	0.05702668179
831	0.05702310894
832	0.05702127599
833	0.05701888858
834	0.05701712163
835	0.05701516183
836	0.05701262469
837	0.05700848229
838	0.05700433058
839	0.05700270493
840	0.05700030257
841	0.05699740661
842	0.05699603503
843	0.05699162533
844	0.05699044301
845	0.0569880177
846	0.05698671722
847	0.05698474024
848	0.05698386036
849	0.05698248879
850	0.05697967402
851	0.05697684684
852	0.05697490363
853	0.05697346724
854	0.05697025861
855	0.05696870007
856	0.05696703343
857	0.05696341813
858	0.05696168732
859	0.05696027971
860	0.05695875601
861	0.05695719233
862	0.05695629909
863	0.05695437772
864	0.05695279686
865	0.05695189373
866	0.05694874309
867	0.05694619942
868	0.05694507314
869	0.05694349865
870	0.05694182863
871	0.0569393469
872	0.05693661054
873	0.0569350078
874	0.05693363937
875	0.05693125554
876	0.05692984907
877	0.0569285193
878	0.05692709486
879	0.0569232158
880	0.05692207049
881	0.05691987538
882	0.05691610167
883	0.0569140601
884	0.05691036645
885	0.0569071658
886	0.05690391132
887	0.05690311677
888	0.05690140129
889	0.05689917701
890	0.05689846407
891	0.05689700804
892	0.05689478638
893	0.05689334906
894	0.05689195627
895	0.05688934847
896	0.0568881664
897	0.05688586215
898	0.05688443913
899	0.05688377041
900	0.05688213299
901	0.05688041059
902	0.05687846919
903	0.05687698123
904	0.05687555131
905	0.05687281593
906	0.05687019592
907	0.05686677793
908	0.05686412638
909	0.05686104841
910	0.05685987474
911	0.05685848791
912	0.05685637323
913	0.05685377005
914	0.05685169444
915	0.05684710409
916	0.05684457575
917	0.05684245136
918	0.05684013667
919	0.0568391462
920	0.05683815777
921	0.05683687939
922	0.05683587027
923	0.05683438072
924	0.05683365855
925	0.05683099619
926	0.056829663
927	0.05682906823
928	0.05682853006
929	0.05682796669
930	0.05682540213
931	0.0568220068
932	0.05681810878
933	0.05681689223
934	0.05681477743
935	0.05681350842
936	0.0568123615
937	0.05681028796
938	0.05680913696
939	0.05680799335
940	0.05680430319
941	0.05680166803
942	0.05679965739
943	0.05679803213
944	0.05679592844
945	0.05679342885
946	0.05679194112
947	0.0567900968
948	0.05678833131
949	0.05678674549
950	0.05678418685
951	0.05678242014
952	0.05678031419
953	0.05677594117
954	0.05677493544
955	0.05677279447
956	0.05676809955
957	0.05676668816
958	0.05676191999
959	0.05675992455
960	0.05675729785
961	0.05675533793
962	0.05675380321
963	0.05675271656
964	0.05675182303
965	0.05674982287
966	0.05674791516
967	0.05674550806
968	0.05674429735
969	0.05674232943
970	0.0567401624
971	0.05673956461
972	0.05673603717
973	0.05673410123
974	0.05673347731
975	0.05673172863
976	0.05673072356
977	0.05672990046
978	0.05672796521
979	0.05672568765
980	0.05672353945
981	0.05672213448
982	0.0567199008
983	0.05671751127
984	0.05671630407
985	0.05671455838
986	0.05671229728
987	0.05671029208
988	0.05670881093
989	0.05670753292
990	0.05670612225
991	0.05670476697
992	0.05670357284
993	0.0567021732
994	0.05670015307
995	0.05669944367
996	0.05669847722
997	0.05669746832
998	0.05669609022
999	0.05669386976
